code,name,lat,lon,demand_factor
PJC,"Aeropuerto Nacional Dr. Augusto Roberto Fuster (Pedro Juan Caballero, PY)",-22.641427,-55.829993,1.0
API,"Gomez Nino Apiay Air Base (Apiay, CO)",4.07607,-73.5627,1.0
AXM,"El Eden Airport (Armenia, CO)",4.45278,-75.7664,1.0
PUU,"Tres De Mayo Airport (Puerto Asís, CO)",0.505228,-76.5008,1.0
ELB,"Las Flores Airport (El Banco, CO)",9.04554,-73.9749,1.0
BGA,"Palonegro Airport (Bucaramanga, CO)",7.1265,-73.1848,1.0
BOG,"El Dorado International Airport (Bogota, CO)",4.70159,-74.1469,1.3
BAQ,"Ernesto Cortissoz International Airport (Barranquilla, CO)",10.8896,-74.7808,1.3
BSC,"José Celestino Mutis Airport (Bahía Solano, CO)",6.20292,-77.3947,1.0
BUN,"Gerardo Tobar López Airport (Buenaventura, CO)",3.81963,-76.9898,1.0
CUC,"Camilo Daza International Airport (Cúcuta, CO)",7.92757,-72.5115,1.0
CTG,"Rafael Nuñez International Airport (Cartagena, CO)",10.4424,-75.513,1.3
CLO,"Alfonso Bonilla Aragon International Airport (Cali, CO)",3.542717,-76.381898,1.3
TCO,"La Florida Airport (Tumaco, CO)",1.81442,-78.7492,1.0
CAQ,"Juan H White Airport (Caucasia, CO)",7.96847,-75.1985,1.0
CVE,"Coveñas Airport (Coveñas, CO)",9.40092,-75.6913,1.0
CZU,"Las Brujas Airport (Corozal, CO)",9.33274,-75.2856,1.0
EBG,"El Bagre Airport (El Bagre, CO)",7.59647,-74.8089,1.0
EJA,"Yariguíes Airport (Barrancabermeja, CO)",7.02433,-73.8068,1.0
FLA,"Gustavo Artunduaga Paredes Airport (Florencia, CO)",1.58919,-75.5644,1.0
GIR,"Santiago Vila Airport (Girardot, CO)",4.27624,-74.7967,1.0
CRC,"Santa Ana Airport (Cartago, CO)",4.75818,-75.9557,1.0
GPI,"Guapi Airport (Guapi, CO)",2.57013,-77.897969,1.0
IBE,"Perales Airport (Ibagué, CO)",4.42161,-75.1333,1.0
IPI,"San Luis Airport (Ipiales, CO)",0.861946,-77.671783,1.0
APO,"Antonio Roldán Betancur Airport (Carepa, CO)",7.81196,-76.7164,1.0
MCJ,"Jorge Isaac Airport (La Mina-Maicao, CO)",11.2325,-72.4901,1.0
LET,"Alfredo Vásquez Cobo International Airport (Leticia, CO)",-4.191147,-69.942003,1.0
EOH,"Enrique Olaya Herrera Airport (Medellín, CO)",6.219686,-75.590597,1.0
MGN,"Baracoa Airport (Magangué, CO)",9.28474,-74.8461,1.0
MTR,"Los Garzones Airport (Montería, CO)",8.82374,-75.8258,1.0
MVP,"Fabio Alberto Leon Bentley Airport (Mitú, CO)",1.25366,-70.2339,1.0
MZL,"La Nubia Airport (Manizales, CO)",5.0296,-75.4647,1.0
NVA,"Benito Salas Airport (Neiva, CO)",2.95015,-75.294,1.0
OCV,"Aguas Claras Airport (Ocaña, CO)",8.31506,-73.3583,1.0
PCR,"German Olano Airport (Puerto Carreño, CO)",6.18472,-67.4932,1.0
PDA,"Obando Cesar Gaviria Trujillo Airport (Puerto Inírida, CO)",3.85353,-67.9062,1.0
PEI,"Matecaña International Airport (Pereira, CO)",4.81267,-75.7395,1.0
PTX,"Pitalito Airport (Pitalito, CO)",1.85777,-76.0857,1.0
PPN,"Guillermo León Valencia Airport (Popayán, CO)",2.454359,-76.609253,1.0
PAL,"German Olano Air Base (La Dorada, CO)",5.48361,-74.6574,1.0
PSO,"Antonio Nariño Airport (Chachagüí, CO)",1.396722,-77.29093,1.0
PVA,"El Embrujo Airport (Providencia, CO)",13.357461,-81.357977,1.0
PZA,"Paz de Ariporo Airport (Paz de Ariporo, CO)",5.876146,-71.886671,1.0
MQU,"Mariquita Airport (Mariquita, CO)",5.21256,-74.8836,1.0
MDE,"Jose Maria Córdova International Airport (Medellín, CO)",6.16454,-75.4231,1.3
RCH,"Almirante Padilla Airport (Riohacha, CO)",11.5262,-72.926,1.0
SJE,"Jorge E. Gonzalez Torres Airport (San José Del Guaviare, CO)",2.57969,-72.6394,1.0
SMR,"Simón Bolívar International Airport (Santa Marta, CO)",11.1196,-74.2306,1.0
ADZ,"Gustavo Rojas Pinilla International Airport (San Andrés, CO)",12.5836,-81.7112,1.3
SVI,"Eduardo Falla Solano Airport (San Vicente Del Caguán, CO)",2.15217,-74.7663,1.0
TME,"Gustavo Vargas Airport (Tame, CO)",6.45108,-71.7603,1.0
TQS,"Captain Ernesto Esguerra Cubides Air Base (Tres Esquinas, CO)",0.7459,-75.234,1.0
AUC,"Santiago Perez Airport (Arauca, CO)",7.06888,-70.7369,1.0
UIB,"El Caraño Airport (Quibdó, CO)",5.69076,-76.6412,1.0
ULQ,"Heriberto Gíl Martínez Airport (Tuluá, CO)",4.08836,-76.2351,1.0
VUP,"Alfonso López Pumarejo Airport (Valledupar, CO)",10.435,-73.2495,1.0
VVC,"Vanguardia Airport (Villavicencio, CO)",4.16787,-73.6138,1.0
EYP,"El Alcaravan - Yopal Airport (Yopal, CO)",5.31911,-72.384,1.0
SRE,"Alcantarí International Airport (Sucre, BO)",-19.246835,-65.149611,1.3
BJO,"Bermejo Airport (Bermejo, BO)",-22.7733001709,-64.31289672850001,1.0
CBB,"Jorge Wilsterman International Airport (Cochabamba, BO)",-17.421105,-66.177102,1.3
CIJ,"Capitán Aníbal Arab Airport (Cobija, BO)",-11.039109,-68.782774,1.0
SRZ,"El Trompillo Airport (Santa Cruz, BO)",-17.8115997314,-63.1715011597,1.0
GYA,"Guayaramerín Airport (Guayaramerín, BO)",-10.88856,-65.380955,1.0
LPB,"El Alto International Airport (La Paz / El Alto, BO)",-16.510272,-68.189416,1.3
ORU,"Juan Mendoza International Airport (Oruro, BO)",-17.956151,-67.075829,1.3
POI,"Capitan Nicolas Rojas Airport (Potosí, BO)",-19.543331,-65.723734,1.0
PSZ,"Capitán Av. Salvador Ogaya G. airport (Puerto Suárez, BO)",-18.975301,-57.820599,1.0
RIB,"Capitán Av. Selin Zeitun Lopez Airport (Riberalta, BO)",-11.009355,-66.075468,1.0
SBL,"Santa Ana Del Yacuma Airport (Santa Ana del Yacuma, BO)",-13.762200355500001,-65.4352035522,1.0
TJA,"Capitan Oriel Lea Plaza Airport (Tarija, BO)",-21.5557,-64.701302,1.0
TDD,"Teniente Av. Jorge Henrich Arauz Airport (Trinidad, BO)",-14.8187,-64.917999,1.0
UYU,"Joya Andina International Airport (Quijarro, BO)",-20.441304,-66.857553,1.3
VLM,"Teniente Coronel Rafael Pabón Airport (Villamontes, BO)",-21.255199432399998,-63.4056015015,1.0
VVI,"Viru Viru International Airport (Santa Cruz, BO)",-17.6448,-63.135399,1.3
BYC,"Yacuiba Airport (Yacuíba, BO)",-21.960899353027344,-63.65169906616211,1.0
PBM,"Johan Adolf Pengel International Airport (Paramaribo, SR)",5.45283,-55.187801,1.3
JSO,"Dr. Luciano de Arruda Coelho Regional Airport (Sobral, BR)",-3.614488,-40.231426,1.0
EEA,"Planalto Serrano Regional Airport (Correia Pinto, BR)",-27.634128,-50.358253,1.0
LHN,"Linhares Municipal Airport (Linhares, BR)",-19.355202,-40.07128,1.0
CAY,"Cayenne – Félix Eboué Airport (Matoury, GF)",4.819964,-52.361326,1.3
MPY,"Maripasoula Airport (Maripasoula, GF)",3.655907,-54.039431,1.0
OYP,"Saint-Georges-de-l'Oyapock Airport (Saint-Georges-de-l'Oyapock, GF)",3.8976,-51.8041,1.0
LDX,"Saint-Laurent-du-Maroni Airport (Saint-Laurent-du-Maroni, GF)",5.481891,-54.034964,1.0
AYX,"Teniente General Gerardo Pérez Pinedo Airport (Atalaya, PE)",-10.7291,-73.766502,1.0
IBP,"Iberia Airport (Iberia, PE)",-11.4116,-69.488701,1.0
PCL,"Cap FAP David Abenzur Rengifo International Airport (Pucallpa, PE)",-8.378064,-74.574495,1.3
CHM,"FAP Lieutenant Jaime Andres de Montreuil Morales Airport (Chimbote, PE)",-9.14961,-78.523804,1.0
CIX,"Capitán FAP José A. Quiñones González International Airport (Chiclayo, PE)",-6.789223,-79.828254,1.3
AYP,"Air Force Colonel Alfredo Mendivil Duarte Airport (Ayacucho, PE)",-13.1548,-74.204399,1.0
ATA,"Comandante FAP German Arias Graziani Airport (Anta, PE)",-9.347439765930176,-77.59839630126953,1.0
LIM,"Jorge Chávez International Airport (Lima, PE)",-12.0219,-77.114305,1.3
RIJ,"Juan Simons Vela Airport (Rioja, PE)",-6.06786,-77.160004,1.0
JAE,"Shumba Airport (Jaén, PE)",-5.59248,-78.774002,1.0
JJI,"Juanjui Airport (Juanjuí, PE)",-7.1691,-76.7286,1.0
JAU,"Francisco Carle Airport (Jauja, PE)",-11.7831001282,-75.47339630130001,1.0
JUL,"Inca Manco Capac International Airport (Juliaca, PE)",-15.467689,-70.15653,1.3
CJA,"Mayor General FAP Armando Revoredo Iglesias Airport (Cajamarca, PE)",-7.13918,-78.489403,1.0
ILQ,"General Jorge Fernandez Maldon Airport (Ilo, PE)",-17.695,-71.344002,1.0
TBP,"Captain Pedro Canga Rodríguez International Airport (Tumbes, PE)",-3.552074,-80.381086,1.0
YMS,"Moises Benzaquen Rengifo Airport (Yurimaguas, PE)",-5.89377,-76.118202,1.0
HUU,"Alferez Fap David Figueroa Fernandini Airport (Huánuco, PE)",-9.878809928894043,-76.20480346679688,1.0
CHH,"Chachapoyas Airport (Chachapoyas, PE)",-6.201911,-77.856195,1.0
IQT,"Coronel FAP Francisco Secada Vignetta International Airport (Iquitos, PE)",-3.78474,-73.3088,1.3
AQP,"Rodríguez Ballón International Airport (Arequipa, PE)",-16.340786,-71.569485,1.3
TRU,"Capitán FAP Carlos Martínez de Pinillos International Airport (Trujillo, PE)",-8.082382,-79.108821,1.3
PIO,"Captain Renán Elías Olivera International Airport (Pisco, PE)",-13.7449,-76.220299,1.3
TPP,"Cadete FAP Guillermo Del Castillo Paredes Airport (Tarapoto, PE)",-6.508739948272705,-76.37319946289062,1.0
TCQ,"Coronel FAP Carlos Ciriani Santa Rosa International Airport (Tacna, PE)",-18.053300857500002,-70.2758026123,1.0
PEM,"Padre Aldamiz International Airport (Puerto Maldonado, PE)",-12.6135997772,-69.2285995483,1.0
PIU,"PAF Captain Guillermo Concha Iberico International Airport (Piura, PE)",-5.20575,-80.616402,1.0
TYL,"Captain Victor Montes Arias International Airport (Talara, PE)",-4.57664,-81.254097,1.0
NZC,"Maria Reiche Neuman Airport (Nazca, PE)",-14.854,-74.961502,1.0
CUZ,"Alejandro Velasco Astete International Airport (Cusco, PE)",-13.535699844400002,-71.9387969971,1.3
DZO,"Santa Bernardina International Airport (Durazno, UY)",-33.358898,-56.499199,1.0
PDP,"Capitan Corbeta CA Curbelo International Airport (Punta del Este, UY)",-34.855099,-55.094299,1.0
MVD,"Carrasco General Cesáreo L. Berisso International Airport (Ciudad de la Costa, UY)",-34.835647,-56.026497,1.3
PDU,"Tydeo Larre Borges Airport (Paysandú, UY)",-32.3633,-58.061901,1.0
RVY,"Pres. Gral. Óscar D. Gestido Binational Airport (Rivera/Santana do Livramento, UY)",-30.9746,-55.4762,1.0
STY,"Nueva Hesperides International Airport (Salto, UY)",-31.438499,-57.985298,1.0
AGV,"Oswaldo Guevara Mujica Airport (Acarigua, VE)",9.553375,-69.237869,1.0
AAO,"Anaco Airport (Anaco, VE)",9.430225,-64.470726,1.0
BLA,"General José Antonio Anzoategui International Airport (Barcelona, VE)",10.111111,-64.692222,1.3
BNS,"Barinas Airport (Barinas, VE)",8.615,-70.214167,1.0
BRM,"Jacinto Lara International Airport (Barquisimeto, VE)",10.042747,-69.35862,1.3
MYC,"Escuela Mariscal Sucre Airport (Maracay, VE)",10.249978,-67.649422,1.0
CBL,"General Tomas de Heres Airport (Ciudad Bolivar, VE)",8.122161,-63.536957,1.0
CXA,"Caicara del Orinoco Airport (, VE)",7.62551,-66.162804,1.0
CLZ,"Calabozo Airport (Guarico, VE)",8.924656,-67.417091,1.0
CAJ,"Canaima Airport (Canaima, VE)",6.231989,-62.85485,1.0
CUP,"General Francisco Bermúdez Airport (Carúpano, VE)",10.660014,-63.261681,1.0
CZE,"José Leonardo Chirinos Airport (Coro, VE)",11.414944,-69.680901,1.0
CUM,"Antonio José de Sucre Airport (Cumaná, VE)",10.450333,-64.13047,1.0
EOR,"El Dorado Airport (Bolivar, VE)",6.71573,-61.638786,1.0
EOZ,"Elorza Airport (, VE)",7.059677,-69.4967,1.0
GDO,"Guasdualito Airport (Guasdualito, VE)",7.210834,-70.756386,1.0
GUI,"Guiria Airport (, VE)",10.574077606200001,-62.3126678467,1.0
GUQ,"Guanare Airport (Guanare, VE)",9.026944,-69.75515,1.0
LSP,"Josefa Camejo International Airport (Paraguaná, VE)",11.780775,-70.151497,1.0
LFR,"La Fria Airport (, VE)",8.239167,-72.271027,1.0
MAR,"La Chinita International Airport (Maracaibo, VE)",10.557542,-71.729307,1.3
MRD,"Alberto Carnevalli Airport (Mérida, VE)",8.582078,-71.161041,1.0
PMV,"Del Caribe Santiago Mariño International Airport (Isla Margarita, VE)",10.912603,-63.966599,1.3
CCS,"Maiquetía Simón Bolívar International Airport (Maiquetía, VE)",10.602214,-66.991174,1.3
MUN,"José Tadeo Monagas International Airport (Maturín, VE)",9.749023,-63.153348,1.0
PYH,"Cacique Aramare Airport (Puerto Ayacucho, VE)",5.61999,-67.606102,1.0
PBL,"General Bartolome Salom International Airport (Puerto Cabello, VE)",10.4805,-68.072998,1.0
SCI,"Paramillo Airport (San Cristóbal, VE)",7.801389,-72.202778,1.0
PZO,"General Manuel Carlos Piar International Airport (Guyana City, VE)",8.28853,-62.760399,1.3
PTM,"Palmarito Airport (Palmarito, VE)",7.575479,-70.174435,1.0
SVZ,"Juan Vicente Gómez International Airport (San Antonio del Tachira, VE)",7.840809,-72.439878,1.0
SNV,"Santa Elena de Uairén Airport (Santa Elena de Uairén, VE)",4.554699,-61.145234,1.0
STD,"Mayor Buenaventura Vivas International Airport (Santo Domingo, VE)",7.56538,-72.035103,1.0
SNF,"Sub Teniente Nestor Arias Airport (San Felipe, VE)",10.2787,-68.755203,1.0
SFD,"San Fernando de Apure Las Flecheras National Airport (San Fernando de Apure, VE)",7.88332,-67.444,1.0
SOM,"San Tomé Airport (El Tigre, VE)",8.9451465606689,-64.151084899902,1.0
STB,"Miguel Urdaneta Fernández Airport (San Carlos del Zulia, VE)",8.97455,-71.943253,1.0
TUV,"Tucupita Airport (Tucupita, VE)",9.088994,-62.094173,1.0
TMO,"Tumeremo Airport (, VE)",7.24938,-61.52893,1.0
VLN,"Arturo Michelena International Airport (Valencia, VE)",10.149733,-67.928398,1.3
VIG,"Juan Pablo Pérez Alfonso Airport (El Vigía, VE)",8.624139,-71.672668,1.0
VLV,"Dr. Antonio Nicolás Briceño Airport (Valera, VE)",9.340478,-70.584061,1.0
VDP,"Valle de La Pascua Airport (, VE)",9.22202777863,-65.9935836792,1.0
AUX,"Araguaína Airport (Araguaína, BR)",-7.22787,-48.240501,1.0
GEO,"Cheddi Jagan International Airport (Georgetown, GY)",6.49855,-58.254101,1.3
OGL,"Eugene F. Correia International Airport (Ogle, GY)",6.805881,-58.107657,1.0
KAI,"Kaieteur Airport (Kaieteur Falls, GY)",5.177349,-59.48898,1.0
LTM,"Lethem Airport (Lethem, GY)",3.37276,-59.789398,1.0
ANU,"V. C. Bird International Airport (Osbourn, AG)",17.1367,-61.792702,1.3
BGI,"Grantley Adams International Airport (Bridgetown, BB)",13.074667,-59.491034,1.3
DCF,"Canefield Airport (Canefield, DM)",15.336693,-61.392108,1.0
DOM,"Douglas-Charles Airport (Marigot, DM)",15.546673,-61.301082,1.0
FDF,"Martinique Aimé Césaire International Airport (Fort-de-France, MQ)",14.591,-61.003201,1.3
SFG,"Grand Case-l'Espérance Airport (Grand Case, MF)",18.100057,-63.047444,1.0
SBH,"St. Jean Airport (Gustavia, BL)",17.904398,-62.843333,1.0
GBJ,"Marie-Galante Airport (Grand-Bourg, GP)",15.868925,-61.270087,1.0
PTP,"Maryse Condé International Airport (Pointe-à-Pitre, GP)",16.265443,-61.532754,1.3
GND,"Maurice Bishop International Airport (Saint George's, GD)",12.003996,-61.785302,1.3
STT,"Cyril E. King Airport (Charlotte Amalie, VI)",18.337091,-64.977251,1.3
STX,"Henry E. Rohlsen Airport (Christiansted, VI)",17.701413,-64.802608,1.0
ARE,"Antonio Nery Juarbe Pol Airport (Arecibo, PR)",18.45085,-66.675768,1.0
BQN,"Rafael Hernández International Airport (Aguadilla, PR)",18.4949,-67.129402,1.0
CPX,"Benjamin Rivera Noriega Airport (Culebra, PR)",18.312954,-65.303893,1.0
SIG,"Fernando Luis Ribas Dominicci Airport (San Juan, PR)",18.45680046081543,-66.09809875488281,1.0
MAZ,"Eugenio Maria De Hostos Airport (Mayaguez, PR)",18.255699157714844,-67.14849853515625,1.0
PSE,"Mercedita International Airport (Ponce, PR)",18.008301,-66.563004,1.0
NRR,"José Aponte de la Torre Airport (Ceiba, PR)",18.247262,-65.63979,1.0
SJU,"Luis Munoz Marin International Airport (San Juan, PR)",18.4394,-66.001801,1.3
VQS,"Antonio Rivera Rodriguez Airport (Vieques, PR)",18.1348,-65.493599,1.0
SKB,"Robert L. Bradshaw International Airport (Basseterre, KN)",17.310845,-62.719117,1.3
NEV,"Vance W. Amory International Airport (Charlestown, KN)",17.2057,-62.589901,1.0
SLU,"George F. L. Charles Airport (Castries, LC)",14.0202,-60.992901,1.0
UVF,"Hewanorra International Airport (Vieux Fort, LC)",13.7332,-60.952599,1.3
BKN,"Balkanabat International Airport (Balkanabat, TM)",39.681052,54.206008,1.0
AUA,"Queen Beatrix International Airport (Oranjestad, AW)",12.501056,-70.014281,1.3
BON,"Flamingo International Airport (Kralendijk, BQ)",12.131,-68.268501,1.3
CUR,"Hato International Airport (Willemstad, CW)",12.1889,-68.959801,1.3
EUX,"F. D. Roosevelt Airport (Oranjestad, BQ)",17.4965,-62.979401,1.0
SXM,"Princess Juliana International Airport (Sint Maarten, SX)",18.041,-63.108898,1.3
SAB,"Juancho E. Yrausquin Airport (Zion's Hill, BQ)",17.64533,-63.220514,1.0
AXA,"Clayton J. Lloyd International Airport (The Valley, AI)",18.204773,-63.05383,1.0
MNI,"John A. Osborne Airport (Gerald's Park, MS)",16.791835,-62.193204,1.3
TAB,"A.N.R. Robinson International Airport (Scarborough, TT)",11.149571,-60.831298,1.3
POS,"Piarco International Airport (Port of Spain, TT)",10.59535,-61.337568,1.3
EIS,"Terrance B. Lettsome International Airport (Beef Island, VG)",18.445492,-64.541707,1.3
VIJ,"Virgin Gorda Airport (Spanish Town, VG)",18.446634,-64.427932,1.0
SVD,"Argyle International Airport (Kingstown, VC)",13.159725,-61.148801,1.3
BQU,"J F Mitchell Airport (Bequia, VC)",12.9884,-61.262001,1.0
CIW,"Canouan Airport (Canouan, VC)",12.699,-61.3424,1.0
MQS,"Mustique Airport (Lovell, VC)",12.8879,-61.180199,1.0
UNI,"Union Island International Airport (Union Island, VC)",12.600135,-61.411945,1.0
BDA,"L.F. Wade International Airport (Hamilton, BM)",32.363802,-64.67824,1.3
ALA,"Almaty International Airport (Almaty, KZ)",43.354267,77.042828,1.3
BXH,"Balkhash Airport (Balkhash, KZ)",46.894246,75.004533,1.0
TDK,"Taldykorgan Airport (Taldykorgan, KZ)",45.12255,78.442758,1.0
NQZ,"Nursultan Nazarbayev International Airport (Astana, KZ)",51.027035,71.467094,1.3
KOV,"Kokshetau International Airport (Kokshetau, KZ)",53.329102,69.594597,1.3
PPK,"Petropavl International Airport (Petropavl, KZ)",54.775622,69.187415,1.3
DMB,"Taraz International Airport (Taraz, KZ)",42.8536,71.303596,1.3
BSZ,"Manas International Airport (Bishkek, KG)",43.061298,74.4776,1.3
OSS,"Osh International Airport (Osh, KG)",40.609001,72.793297,1.3
IKG,"Karakol International Airport (Karakol, KG)",42.508099,78.407799,1.0
CIT,"Shymkent International Airport (Shymkent, KZ)",42.365021,69.47564,1.3
HSA,"Hazrat Sultan International Airport (Turkıstan, KZ)",43.311087,68.550352,1.3
DZN,"Zhezkazgan National Airport (Zhezkazgan, KZ)",47.708953,67.738094,1.3
KGF,"Sary-Arka Airport (Karaganda, KZ)",49.670799,73.334396,1.3
BXY,"Baikonur Krayniy International Airport (Baikonur, KZ)",45.621994,63.210773,1.3
KZO,"Korkyt Ata International Airport (Kyzylorda, KZ)",44.706902,65.592499,1.3
URA,"Manshuk Mametova International Airport (Uralsk, KZ)",51.151976,51.543652,1.3
EKB,"Ekibastuz Airport (Ekibastuz, KZ)",51.590999603271484,75.21499633789062,1.0
UKK,"Oskemen International Airport (Ust-Kamenogorsk (Oskemen), KZ)",50.035033,82.496057,1.3
PWQ,"Pavlodar International Airport (Pavlodar, KZ)",52.194982,77.073088,1.3
PLX,"Semei International Airport (Semey, KZ)",50.351295,80.234398,1.3
SCO,"Aktau International Airport (Aktau, KZ)",43.860093,51.09086,1.3
GUW,"Atyrau International Airport (Atyrau, KZ)",47.121318,51.820343,1.3
AKX,"Aktobe International Airport (Aktobe, KZ)",50.248116,57.204144,1.3
KSN,"Kostanay International Airport (Kostanay, KZ)",53.206902,63.550301,1.3
GYD,"Heydar Aliyev International Airport (Baku, AZ)",40.47278,50.050931,1.3
GNJ,"Ganja International Airport (Ganja, AZ)",40.738692,46.320383,1.3
NAJ,"Nakhchivan International Airport (Nakhchivan, AZ)",39.188801,45.458401,1.3
GBB,"Gabala International Airport (Gabala, AZ)",40.808617,47.725389,1.0
ZTU,"Zaqatala International Airport (Zaqatala, AZ)",41.557823,46.669464,1.0
LHL,"Lachin International Airport (Lachin, AZ)",39.883787,46.363137,1.0
IKU,"Issyk-Kul International Airport (Tamchy, KG)",42.585584,76.701181,1.3
LWN,"Shirak International Airport (Gyumri, AM)",40.750401,43.859299,1.3
EVN,"Zvartnots International Airport (Yerevan, AM)",40.148941,44.397887,1.3
YKS,"Platon Oyunsky Yakutsk International Airport (Yakutsk, RU)",62.0933,129.770996,1.3
NER,"Chulman Airport (Neryungri, RU)",56.913898468018,124.91400146484,1.0
MQJ,"Moma Airport (Khonuu, RU)",66.450861,143.261551,1.0
GYG,"Magan Airport (Magan, RU)",62.103484,129.545288,1.0
OLZ,"Olyokminsk Airport (Olyokminsk, RU)",60.401833,120.476094,1.0
USR,"Ust-Nera Airport (Ust-Nera, RU)",64.550003,143.115005,1.0
VYI,"Vilyuisk Airport (Vilyuisk, RU)",63.756668,121.693336,1.0
ULK,"Lensk Airport (Lensk, RU)",60.7206001282,114.825996399,1.0
PYJ,"Polyarny Airport (Yakutia, RU)",66.400398,112.029999,1.0
MJZ,"Mirny Airport (Mirny, RU)",62.534698486328125,114.03900146484375,1.0
SYS,"Saskylakh Airport (Saskylakh, RU)",71.927902,114.080002,1.0
BGN,"Belaya Gora Airport (Belaya Gora, RU)",68.556227,146.22784,1.0
SEK,"Srednekolymsk Airport (Srednekolymsk, RU)",67.4805,153.7364,1.0
CKH,"Chokurdakh Airport (Chokurdah, RU)",70.6231,147.901993,1.0
CYX,"Cherskiy Airport (Cherskiy, RU)",68.7406005859375,161.33799743652344,1.0
IKS,"Tiksi Airport (Tiksi, RU)",71.697700500488,128.90299987793,1.0
ZKP,"Zyryanka Airport (Zyryanka, RU)",65.7485,150.8889,1.0
ZIX,"Zhigansk Airport (Zhigansk, RU)",66.7965011597,123.361000061,1.0
KHX,"Savannah Airstrip (Kihihi, UG)",-0.7165,29.6997,1.0
KUT,"David the Builder Kutaisi International Airport (Kopitnari, GE)",42.177448,42.485353,1.3
BUS,"Alexander Kartveli Batumi International Airport (Batumi, GE)",41.60939,41.600315,1.3
SUI,"Vladislav Ardzinba Sukhum International Airport (Sukhumi, GE)",42.8582,41.128101,1.0
TBS,"Tbilisi International Airport (Tbilisi, GE)",41.669201,44.9547,1.3
BQS,"Ignatyevo Airport (Blagoveschensk, RU)",50.42539978027344,127.41200256347656,1.0
KHV,"Khabarovsk Novy Airport (Khabarovsk, RU)",48.528338,135.188588,1.0
KXK,"Komsomolsk-on-Amur Airport (Komsomolsk-on-Amur, RU)",50.409000396728516,136.9340057373047,1.0
GVN,"Sovetskaya Gavan (Maygatka) Airport (Sovetskaya Gavan, RU)",48.925067,140.035348,1.0
DYR,"Ugolny Yuri Ryktheu Airport (Anadyr, RU)",64.734902,177.740997,1.0
PVS,"Provideniya Bay Airport (Chukotka, RU)",64.37809753417969,-173.2429962158203,1.0
KPW,"Keperveem Airport (Keperveem, RU)",67.845001,166.139999,1.0
GDX,"Sokol Airport (Magadan, RU)",59.9109992980957,150.72000122070312,1.0
PWE,"Pevek Airport (Apapelgino, RU)",69.783302,170.597,1.0
SWV,"Severo-Evensk Airport (Evensk, RU)",61.921786,159.229059,1.0
NLI,"Nikolayevsk-na-Amure Airport (Nikolayevsk-na-Amure Airport, RU)",53.154999,140.649994,1.0
OHO,"Okhotsk Airport (Okhotsk, RU)",59.410065,143.056503,1.0
PKC,"Yelizovo Airport (Petropavlovsk-Kamchatsky, RU)",53.168716,158.451068,1.3
UUS,"Yuzhno-Sakhalinsk International Airport (Yuzhno-Sakhalinsk, RU)",46.885461,142.717466,1.3
VVO,"Vladivostok International Airport (Artyom, RU)",43.396256,132.148155,1.3
HTA,"Chita-Kadala International Airport (Chita, RU)",52.024841,113.305839,1.3
BTK,"Bratsk Airport (Bratsk, RU)",56.3696,101.701822,1.0
IKT,"Irkutsk International Airport (Irkutsk, RU)",52.266707,104.395563,1.3
UKX,"Ust-Kut Airport (Ust-Kut, RU)",56.856701,105.730003,1.0
UUD,"Baikal International Airport (Ulan Ude, RU)",51.808614,107.439652,1.3
KBP,"Boryspil International Airport (Boryspil, UA)",50.345001,30.894699,1.0
MPW,"Mariupol International Airport (Mariupol, UA)",47.07609939575195,37.44960021972656,1.0
ERD,"Berdyansk Airport (Berdyansk, UA)",46.814999,36.758099,1.0
DNK,"Dnipro International Airport (Dnipro, UA)",48.357201,35.100601,1.0
OZH,"Zaporizhzhia International Airport (Zaporizhia, UA)",47.866962,35.314723,1.3
KWG,"Kryvyi Rih International Airport (Kryvyi Rih, UA)",48.04330062866211,33.209999084472656,1.0
UKS,"Sevastopol International Airport / Belbek Air Base (Sevastopol, UA)",44.691822,33.57462,1.0
SIP,"Simferopol International Airport (Simferopol, UA)",45.0522,33.975101,1.3
HRK,"Kharkiv International Airport (Kharkiv, UA)",49.926943,36.290814,1.0
CKC,"Cherkasy International Airport (Cherkasy, UA)",49.4156,31.9953,1.0
IEV,"Ihor Sikorsky Kyiv International Airport (Zhuliany) (Kyiv, UA)",50.40194,30.45194,1.0
HMJ,"Khmelnytskyi Airport (Khmelnytskyi, UA)",49.359699,26.933399,1.0
IFO,"Ivano-Frankivsk International Airport (Ivano-Frankivsk, UA)",48.88420104980469,24.686100006103516,1.0
LWO,"Lviv International Airport (Lviv, UA)",49.8125,23.9561,1.3
CWC,"Chernivtsi International Airport (Chernivtsi, UA)",48.259300231933594,25.98080062866211,1.0
RWN,"Rivne International Airport (Rivne, UA)",50.60710144042969,26.141599655151367,1.0
UDJ,"Uzhhorod International Airport (Uzhhorod, UA)",48.6343,22.263399,1.3
KHE,"Kherson International Airport (Kherson, UA)",46.6758,32.506401,1.0
ODS,"Odesa International Airport (Odesa, UA)",46.427196,30.672649,1.3
VIN,"Vinnytsia/Gavyryshivka International Airport (Vinnitsa, UA)",49.242531,28.613778,1.0
ARH,"Talagi Airport (Archangelsk, RU)",64.60030364990234,40.71670150756836,1.0
VKV,"Vaskovo Airport (Arkhangelsk, RU)",64.441704,40.4217,1.0
NNM,"Naryan Mar Airport (Naryan Mar, RU)",67.639999,53.121899,1.0
AMV,"Amderma Airport (Amderma, RU)",69.76329803466797,61.556400299072266,1.0
